Gene stable ID	Transcript stable ID	Gene name	KEGG Pathway and Enzyme ID	NCBI gene ID
ENSMUSG00000040213	ENSMUST00000044392	Kyat3	00270+4.4.1.13	229905
ENSMUSG00000040213	ENSMUST00000044392	Kyat3	00380+2.6.1.7	229905
ENSMUSG00000040213	ENSMUST00000044392	Kyat3	00450+4.4.1.13	229905
ENSMUSG00000040213	ENSMUST00000199519	Kyat3	00270+4.4.1.13	229905
ENSMUSG00000040213	ENSMUST00000199519	Kyat3	00380+2.6.1.7	229905
ENSMUSG00000040213	ENSMUST00000199519	Kyat3	00450+4.4.1.13	229905
ENSMUSG00000037270	ENSMUST00000211820	4932438A13Rik		229227
ENSMUSG00000007570	ENSMUST00000114803	Fance		72775
ENSMUSG00000073988	ENSMUST00000117632	Ttpa		50500
ENSMUSG00000025487	ENSMUST00000164681	Psmd13		
ENSMUSG00000076488	ENSMUST00000103289	Trbj1-6		
ENSMUSG00000007570	ENSMUST00000114801	Fance		72775
ENSMUSG00000037270	ENSMUST00000128061	4932438A13Rik		229227
ENSMUSG00000042331	ENSMUST00000201015	Specc1		432572
ENSMUSG00000025487	ENSMUST00000166889	Psmd13		
ENSMUSG00000073988	ENSMUST00000098244	Ttpa		50500
ENSMUSG00000096750	ENSMUST00000107321	Gm11757		
ENSMUSG00000042331	ENSMUST00000202744	Specc1		432572
ENSMUSG00000025487	ENSMUST00000130462	Psmd13		
ENSMUSG00000042331	ENSMUST00000201723	Specc1		432572
ENSMUSG00000096750	ENSMUST00000107320	Gm11757		
ENSMUSG00000076489	ENSMUST00000193061	Trbj1-7		
ENSMUSG00000042331	ENSMUST00000202179	Specc1		432572
ENSMUSG00000025487	ENSMUST00000165539	Psmd13		
ENSMUSG00000021111	ENSMUST00000166329	Papola		18789
ENSMUSG00000040213	ENSMUST00000129775	Kyat3		229905
ENSMUSG00000037270	ENSMUST00000146948	4932438A13Rik		229227
ENSMUSG00000039063	ENSMUST00000042658	Echdc3		67856
ENSMUSG00000021111	ENSMUST00000169938	Papola		18789
ENSMUSG00000037270	ENSMUST00000141740	4932438A13Rik		229227
ENSMUSG00000015519	ENSMUST00000152363	2310057J18Rik		67719
ENSMUSG00000037270	ENSMUST00000138950	4932438A13Rik		229227
ENSMUSG00000021111	ENSMUST00000164326	Papola		18789
ENSMUSG00000000197	ENSMUST00000000201	Nalcn		338370
ENSMUSG00000042331	ENSMUST00000108709	Specc1		432572
ENSMUSG00000042331	ENSMUST00000201671	Specc1		432572
ENSMUSG00000036529	ENSMUST00000123791	Sbf1		77980
ENSMUSG00000021111	ENSMUST00000170540	Papola		18789
ENSMUSG00000037270	ENSMUST00000138152	4932438A13Rik		229227
ENSMUSG00000014361	ENSMUST00000014505	Mertk		17289
ENSMUSG00000025776	ENSMUST00000159958	Crispld1		83691
ENSMUSG00000015519	ENSMUST00000015663	2310057J18Rik		67719
ENSMUSG00000064272	ENSMUST00000077985	Gpbar1		227289
ENSMUSG00000073725	ENSMUST00000191471	Lmbrd1		68421
ENSMUSG00000066037	ENSMUST00000105850	Hnrnpr		74326
ENSMUSG00000076490	ENSMUST00000192856	Trbc1		
ENSMUSG00000021111	ENSMUST00000166735	Papola		18789
ENSMUSG00000076490	ENSMUST00000103291	Trbc1		
ENSMUSG00000021111	ENSMUST00000170002	Papola		18789
ENSMUSG00000073725	ENSMUST00000186096	Lmbrd1		68421
ENSMUSG00000025776	ENSMUST00000160305	Crispld1		83691
ENSMUSG00000073725	ENSMUST00000186190	Lmbrd1		68421
ENSMUSG00000041995	ENSMUST00000221807	Zbed3		72114
ENSMUSG00000032596	ENSMUST00000035216	Uba7		74153
ENSMUSG00000094569	ENSMUST00000178862	Trbd2		
ENSMUSG00000021111	ENSMUST00000169524	Papola		18789
ENSMUSG00000037270	ENSMUST00000057272	4932438A13Rik		229227
ENSMUSG00000041995	ENSMUST00000045909	Zbed3		72114
ENSMUSG00000025776	ENSMUST00000095075	Crispld1		83691
ENSMUSG00000073725	ENSMUST00000095062	Lmbrd1		68421
ENSMUSG00000025482	ENSMUST00000026555	Odf3		
ENSMUSG00000036805	ENSMUST00000114373	Noxa1		241275
ENSMUSG00000021111	ENSMUST00000166471	Papola		18789
ENSMUSG00000041995	ENSMUST00000222456	Zbed3		72114
ENSMUSG00000025482	ENSMUST00000106049	Odf3		
ENSMUSG00000096140	ENSMUST00000178772	Ankrd66		100043332
ENSMUSG00000050390	ENSMUST00000106051	C77080		97130
ENSMUSG00000066037	ENSMUST00000148843	Hnrnpr		74326
ENSMUSG00000073725	ENSMUST00000190195	Lmbrd1		68421
ENSMUSG00000007570	ENSMUST00000133527	Fance		72775
ENSMUSG00000050390	ENSMUST00000097873	C77080		97130
ENSMUSG00000021111	ENSMUST00000164798	Papola		18789
ENSMUSG00000007570	ENSMUST00000088007	Fance		72775
ENSMUSG00000072663	ENSMUST00000160236	Spef2		320277
ENSMUSG00000036529	ENSMUST00000144585	Sbf1		77980
ENSMUSG00000076492	ENSMUST00000103293	Trbj2-1		
ENSMUSG00000036805	ENSMUST00000044018	Noxa1		241275
ENSMUSG00000050390	ENSMUST00000052602	C77080		97130
ENSMUSG00000061436	ENSMUST00000161779	Hipk2		15258
ENSMUSG00000007570	ENSMUST00000114804	Fance		72775
ENSMUSG00000072663	ENSMUST00000208854	Spef2		320277
ENSMUSG00000110136	ENSMUST00000209690	Gm45785		
ENSMUSG00000021111	ENSMUST00000172089	Papola		18789
ENSMUSG00000066037	ENSMUST00000084219	Hnrnpr		74326
ENSMUSG00000007570	ENSMUST00000233381	Fance		72775
ENSMUSG00000066037	ENSMUST00000145282	Hnrnpr		74326
ENSMUSG00000072663	ENSMUST00000041840	Spef2		320277
ENSMUSG00000060314	ENSMUST00000080651	Zfp941		
ENSMUSG00000066037	ENSMUST00000125696	Hnrnpr		74326
ENSMUSG00000007570	ENSMUST00000146104	Fance		72775
ENSMUSG00000066037	ENSMUST00000134524	Hnrnpr		74326
ENSMUSG00000076493	ENSMUST00000103294	Trbj2-2		
ENSMUSG00000060314	ENSMUST00000106052	Zfp941		
ENSMUSG00000050390	ENSMUST00000145261	C77080		97130
ENSMUSG00000066037	ENSMUST00000156259	Hnrnpr		74326
ENSMUSG00000050390	ENSMUST00000146376	C77080		97130
ENSMUSG00000016982	ENSMUST00000117882	Pom121l2		195236
ENSMUSG00000032902	ENSMUST00000046212	Slc16a1		20501
ENSMUSG00000060314	ENSMUST00000150053	Zfp941		
ENSMUSG00000072663	ENSMUST00000159093	Spef2		320277
ENSMUSG00000007570	ENSMUST00000123248	Fance		72775
ENSMUSG00000076494	ENSMUST00000103295	Trbj2-3		
ENSMUSG00000003469	ENSMUST00000003561	Phyhip		105653
ENSMUSG00000072663	ENSMUST00000162780	Spef2		320277
ENSMUSG00000016982	ENSMUST00000017126	Pom121l2		195236
ENSMUSG00000048756	ENSMUST00000105502	Foxo3		56484
ENSMUSG00000036529	ENSMUST00000124576	Sbf1		77980
ENSMUSG00000003469	ENSMUST00000159180	Phyhip		105653
ENSMUSG00000007570	ENSMUST00000156505	Fance		72775
ENSMUSG00000072663	ENSMUST00000159368	Spef2		320277
ENSMUSG00000036529	ENSMUST00000175778	Sbf1		77980
ENSMUSG00000061436	ENSMUST00000160962	Hipk2		15258
ENSMUSG00000048756	ENSMUST00000056974	Foxo3		56484
ENSMUSG00000076495	ENSMUST00000103296	Trbj2-4		
ENSMUSG00000024771	ENSMUST00000225505	Lipk		240633
ENSMUSG00000061436	ENSMUST00000162359	Hipk2		15258
ENSMUSG00000048756	ENSMUST00000175881	Foxo3		56484
ENSMUSG00000022753	ENSMUST00000119407	Tmem30c		71027
ENSMUSG00000078746	ENSMUST00000108026	Fam205a4		545611
ENSMUSG00000078746	ENSMUST00000108026	Fam205a4		100043920
ENSMUSG00000078746	ENSMUST00000108026	Fam205a4		100862261
ENSMUSG00000078746	ENSMUST00000108026	Fam205a4		100862324
ENSMUSG00000061436	ENSMUST00000160360	Hipk2		15258
ENSMUSG00000048756	ENSMUST00000177542	Foxo3		56484
ENSMUSG00000021134	ENSMUST00000110354	Srsf5		20384
ENSMUSG00000031284	ENSMUST00000112863	Pak3	04714+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112863	Pak3	05165+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112863	Pak3	04150+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112863	Pak3	04151+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112863	Pak3	05170+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112863	Pak3	04926+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112863	Pak3	05163+2.7.11.1	18481
ENSMUSG00000022753	ENSMUST00000120112	Tmem30c		71027
ENSMUSG00000058624	ENSMUST00000087600	Gda	00230+3.5.4.3	14544
ENSMUSG00000022753	ENSMUST00000023434	Tmem30c		71027
ENSMUSG00000033845	ENSMUST00000130201	Mrpl15		27395
ENSMUSG00000048756	ENSMUST00000105501	Foxo3		56484
ENSMUSG00000024771	ENSMUST00000054260	Lipk		240633
ENSMUSG00000036529	ENSMUST00000124642	Sbf1		77980
ENSMUSG00000058624	ENSMUST00000237823	Gda	00230+3.5.4.3	14544
ENSMUSG00000031284	ENSMUST00000112864	Pak3	04714+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112864	Pak3	05165+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112864	Pak3	04150+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112864	Pak3	04151+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112864	Pak3	05170+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112864	Pak3	04926+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112864	Pak3	05163+2.7.11.1	18481
ENSMUSG00000118578	ENSMUST00000238876	AL845275.1		
ENSMUSG00000058624	ENSMUST00000121725	Gda	00230+3.5.4.3	14544
ENSMUSG00000073923	ENSMUST00000215454	Olfr657		
ENSMUSG00000024771	ENSMUST00000224738	Lipk		240633
ENSMUSG00000073923	ENSMUST00000213297	Olfr657		
ENSMUSG00000036529	ENSMUST00000146637	Sbf1		77980
ENSMUSG00000073923	ENSMUST00000098171	Olfr657		
ENSMUSG00000021248	ENSMUST00000040766	Tmed10		68581
ENSMUSG00000033845	ENSMUST00000156816	Mrpl15		27395
ENSMUSG00000031284	ENSMUST00000126592	Pak3		18481
ENSMUSG00000021248	ENSMUST00000222585	Tmed10		68581
ENSMUSG00000031284	ENSMUST00000112865	Pak3	04714+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112865	Pak3	05165+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112865	Pak3	04150+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112865	Pak3	04151+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112865	Pak3	05170+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112865	Pak3	04926+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112865	Pak3	05163+2.7.11.1	18481
ENSMUSG00000048832	ENSMUST00000237240	Vps37c		107305
ENSMUSG00000033845	ENSMUST00000045689	Mrpl15		27395
ENSMUSG00000031284	ENSMUST00000112868	Pak3	04714+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112868	Pak3	05165+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112868	Pak3	04150+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112868	Pak3	04151+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112868	Pak3	05170+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112868	Pak3	04926+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000112868	Pak3	05163+2.7.11.1	18481
ENSMUSG00000070421	ENSMUST00000210641	Olfr658		
ENSMUSG00000031284	ENSMUST00000156449	Pak3	04714+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000156449	Pak3	05165+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000156449	Pak3	04150+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000156449	Pak3	04151+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000156449	Pak3	05170+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000156449	Pak3	04926+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000156449	Pak3	05163+2.7.11.1	18481
ENSMUSG00000004771	ENSMUST00000172298	Rab11a		53869
ENSMUSG00000033845	ENSMUST00000146665	Mrpl15		27395
ENSMUSG00000031284	ENSMUST00000155215	Pak3	04714+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000155215	Pak3	05165+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000155215	Pak3	04150+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000155215	Pak3	04151+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000155215	Pak3	05170+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000155215	Pak3	04926+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000155215	Pak3	05163+2.7.11.1	18481
ENSMUSG00000053054	ENSMUST00000013455	Adh6a		69117
ENSMUSG00000070421	ENSMUST00000089296	Olfr658		
ENSMUSG00000054115	ENSMUST00000096482	Skp2		27401
ENSMUSG00000029925	ENSMUST00000162521	Tbxas1		21391
ENSMUSG00000031284	ENSMUST00000134402	Pak3	04714+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000134402	Pak3	05165+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000134402	Pak3	04150+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000134402	Pak3	04151+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000134402	Pak3	05170+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000134402	Pak3	04926+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000134402	Pak3	05163+2.7.11.1	18481
ENSMUSG00000004771	ENSMUST00000167569	Rab11a		53869
ENSMUSG00000031284	ENSMUST00000033640	Pak3	04714+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000033640	Pak3	05165+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000033640	Pak3	04150+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000033640	Pak3	04151+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000033640	Pak3	05170+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000033640	Pak3	04926+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000033640	Pak3	05163+2.7.11.1	18481
ENSMUSG00000004771	ENSMUST00000168366	Rab11a		53869
ENSMUSG00000053054	ENSMUST00000106247	Adh6a		69117
ENSMUSG00000054115	ENSMUST00000110585	Skp2		27401
ENSMUSG00000031284	ENSMUST00000172330	Pak3	04714+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000172330	Pak3	05165+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000172330	Pak3	04150+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000172330	Pak3	04151+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000172330	Pak3	05170+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000172330	Pak3	04926+2.7.11.1	18481
ENSMUSG00000031284	ENSMUST00000172330	Pak3	05163+2.7.11.1	18481
ENSMUSG00000021134	ENSMUST00000110352	Srsf5		20384
ENSMUSG00000054115	ENSMUST00000190131	Skp2		27401
ENSMUSG00000021134	ENSMUST00000110351	Srsf5		20384
ENSMUSG00000004771	ENSMUST00000171100	Rab11a		53869
ENSMUSG00000004771	ENSMUST00000169058	Rab11a		53869
ENSMUSG00000031604	ENSMUST00000034015	Msmo1		
ENSMUSG00000004771	ENSMUST00000004892	Rab11a		53869
ENSMUSG00000048832	ENSMUST00000235927	Vps37c		107305
ENSMUSG00000049624	ENSMUST00000052441	Slc17a5		235504
ENSMUSG00000048285	ENSMUST00000057859	Frmd6		319710
ENSMUSG00000073922	ENSMUST00000214986	Olfr659		
ENSMUSG00000048832	ENSMUST00000087951	Vps37c		107305
ENSMUSG00000025486	ENSMUST00000210296	Sirt3		64384
ENSMUSG00000049624	ENSMUST00000117645	Slc17a5		235504
ENSMUSG00000023210	ENSMUST00000023978	Lcn9		77704
ENSMUSG00000073922	ENSMUST00000098170	Olfr659		
ENSMUSG00000031604	ENSMUST00000147419	Msmo1		
ENSMUSG00000048832	ENSMUST00000237437	Vps37c		107305
ENSMUSG00000029925	ENSMUST00000003017	Tbxas1		21391
ENSMUSG00000048832	ENSMUST00000235921	Vps37c		107305
ENSMUSG00000031353	ENSMUST00000033720	Rbbp7		245688
ENSMUSG00000024998	ENSMUST00000182481	Plce1	00562+3.1.4.11	74055
ENSMUSG00000024998	ENSMUST00000182481	Plce1	04070+3.1.4.11	74055
ENSMUSG00000031604	ENSMUST00000141021	Msmo1		
ENSMUSG00000028293	ENSMUST00000029970	Slc35a1		24060
ENSMUSG00000031353	ENSMUST00000112327	Rbbp7		245688
ENSMUSG00000020385	ENSMUST00000153414	Clk4		12750
ENSMUSG00000034818	ENSMUST00000118763	Celf5		319586
ENSMUSG00000044966	ENSMUST00000109635	Fbxo48		319701
ENSMUSG00000031353	ENSMUST00000112326	Rbbp7		245688
ENSMUSG00000031353	ENSMUST00000138791	Rbbp7		245688
ENSMUSG00000021134	ENSMUST00000138434	Srsf5		20384
ENSMUSG00000076496	ENSMUST00000103297	Trbj2-5		
ENSMUSG00000046213	ENSMUST00000029504	Cym		229697
ENSMUSG00000028293	ENSMUST00000126033	Slc35a1		24060
ENSMUSG00000034818	ENSMUST00000119060	Celf5		319586
ENSMUSG00000024998	ENSMUST00000169713	Plce1	00562+3.1.4.11	74055
ENSMUSG00000024998	ENSMUST00000169713	Plce1	04070+3.1.4.11	74055
ENSMUSG00000031353	ENSMUST00000143681	Rbbp7		245688
ENSMUSG00000034818	ENSMUST00000120856	Celf5		319586
ENSMUSG00000074486	ENSMUST00000098956	Bglap2		12097
ENSMUSG00000024998	ENSMUST00000182267	Plce1	00562+3.1.4.11	74055
ENSMUSG00000024998	ENSMUST00000182267	Plce1	04070+3.1.4.11	74055
ENSMUSG00000025584	ENSMUST00000026672	Pde8a		18584
ENSMUSG00000044966	ENSMUST00000061327	Fbxo48		319701
ENSMUSG00000021134	ENSMUST00000110356	Srsf5		20384
ENSMUSG00000034818	ENSMUST00000120508	Celf5		319586
ENSMUSG00000031347	ENSMUST00000114551	Cetn2		26370
ENSMUSG00000024998	ENSMUST00000182999	Plce1		74055
ENSMUSG00000059625	ENSMUST00000076989	Sohlh1		227631
ENSMUSG00000095867	ENSMUST00000188706	Gm20917		108168609
ENSMUSG00000031347	ENSMUST00000033713	Cetn2		26370
ENSMUSG00000034818	ENSMUST00000238823	Celf5		319586
ENSMUSG00000076497	ENSMUST00000103298	Trbj2-7		
ENSMUSG00000095867	ENSMUST00000179922	Gm20917		108168609
ENSMUSG00000021235	ENSMUST00000110276	Coq6		217707
ENSMUSG00000031347	ENSMUST00000114550	Cetn2		26370
ENSMUSG00000073920	ENSMUST00000214876	Olfr661		
ENSMUSG00000021134	ENSMUST00000094693	Srsf5		20384
ENSMUSG00000031347	ENSMUST00000152200	Cetn2		26370
ENSMUSG00000076759	ENSMUST00000196939	Trav2		
ENSMUSG00000029925	ENSMUST00000160963	Tbxas1		21391
ENSMUSG00000073920	ENSMUST00000098168	Olfr661		
ENSMUSG00000020385	ENSMUST00000130641	Clk4		12750
ENSMUSG00000076759	ENSMUST00000103568	Trav2		
ENSMUSG00000024926	ENSMUST00000237072	Kat5		81601
ENSMUSG00000020413	ENSMUST00000020683	Hus1		15574
ENSMUSG00000076760	ENSMUST00000103569	Trav3-1		
ENSMUSG00000025486	ENSMUST00000106048	Sirt3		64384
ENSMUSG00000076498	ENSMUST00000103299	Trbc2		
ENSMUSG00000020413	ENSMUST00000129115	Hus1		15574
ENSMUSG00000070368	ENSMUST00000197758	Prok1		
ENSMUSG00000034818	ENSMUST00000147524	Celf5		319586
ENSMUSG00000008153	ENSMUST00000239139	Clstn3		232370
ENSMUSG00000025486	ENSMUST00000211179	Sirt3		64384
ENSMUSG00000033467	ENSMUST00000200284	Crlf2		57914
ENSMUSG00000076761	ENSMUST00000103570	Trav5-1		
ENSMUSG00000025486	ENSMUST00000026559	Sirt3		64384
ENSMUSG00000029788	ENSMUST00000062758	Cpa5		74649
ENSMUSG00000079440	ENSMUST00000113270	Alpi	00790+3.1.3.1	
ENSMUSG00000079440	ENSMUST00000113270	Alpi	00730+3.1.3.1	
ENSMUSG00000029788	ENSMUST00000115138	Cpa5		74649
ENSMUSG00000025486	ENSMUST00000137024	Sirt3		64384
ENSMUSG00000070368	ENSMUST00000049852	Prok1		
ENSMUSG00000029788	ENSMUST00000115139	Cpa5		74649
ENSMUSG00000076762	ENSMUST00000103571	Trav6-1		
ENSMUSG00000025486	ENSMUST00000147331	Sirt3		64384
ENSMUSG00000021235	ENSMUST00000152913	Coq6		217707
ENSMUSG00000021235	ENSMUST00000110278	Coq6		217707
ENSMUSG00000094746	ENSMUST00000185338	Gm20916		100040712
ENSMUSG00000094746	ENSMUST00000185338	Gm20916		100042110
ENSMUSG00000094746	ENSMUST00000185338	Gm20916		100042417
ENSMUSG00000094746	ENSMUST00000185338	Gm20916		100042578
ENSMUSG00000094746	ENSMUST00000185338	Gm20916		100861691
ENSMUSG00000094746	ENSMUST00000185338	Gm20916		100861906
ENSMUSG00000094746	ENSMUST00000185338	Gm20916		100861973
ENSMUSG00000094746	ENSMUST00000185338	Gm20916		100862025
ENSMUSG00000094746	ENSMUST00000185338	Gm20916		108168545
ENSMUSG00000094746	ENSMUST00000185338	Gm20916		108168547
ENSMUSG00000094746	ENSMUST00000185338	Gm20916		108168548
ENSMUSG00000094746	ENSMUST00000185338	Gm20916		108168559
ENSMUSG00000027792	ENSMUST00000029367	Bche		12038
ENSMUSG00000094613	ENSMUST00000179399	A630076J17Rik		
ENSMUSG00000029788	ENSMUST00000165949	Cpa5		74649
ENSMUSG00000094746	ENSMUST00000178063	Gm20916		100040712
ENSMUSG00000094746	ENSMUST00000178063	Gm20916		100042110
ENSMUSG00000094746	ENSMUST00000178063	Gm20916		100042417
ENSMUSG00000094746	ENSMUST00000178063	Gm20916		100042578
ENSMUSG00000094746	ENSMUST00000178063	Gm20916		100861691
ENSMUSG00000094746	ENSMUST00000178063	Gm20916		100861906
ENSMUSG00000094746	ENSMUST00000178063	Gm20916		100861973
ENSMUSG00000094746	ENSMUST00000178063	Gm20916		100862025
ENSMUSG00000094746	ENSMUST00000178063	Gm20916		108168545
ENSMUSG00000094746	ENSMUST00000178063	Gm20916		108168547
ENSMUSG00000094746	ENSMUST00000178063	Gm20916		108168548
ENSMUSG00000094746	ENSMUST00000178063	Gm20916		108168559
ENSMUSG00000025486	ENSMUST00000137710	Sirt3		64384
ENSMUSG00000104620	ENSMUST00000198019	Trav7-1		
ENSMUSG00000032554	ENSMUST00000112645	Trf		22041
ENSMUSG00000033467	ENSMUST00000044579	Crlf2		57914
ENSMUSG00000015290	ENSMUST00000155676	Ubl4a		27643
ENSMUSG00000076764	ENSMUST00000198058	Trav6-2		
ENSMUSG00000033467	ENSMUST00000198960	Crlf2		57914
ENSMUSG00000076764	ENSMUST00000103573	Trav6-2		
ENSMUSG00000022886	ENSMUST00000023602	Prl2a1		56635
ENSMUSG00000055531	ENSMUST00000069168	Cpsf6		432508
ENSMUSG00000015290	ENSMUST00000015434	Ubl4a		27643
ENSMUSG00000105533	ENSMUST00000200127	Trav7d-2		
ENSMUSG00000027792	ENSMUST00000138216	Bche		12038
ENSMUSG00000032554	ENSMUST00000035158	Trf		22041
ENSMUSG00000021235	ENSMUST00000145522	Coq6		217707
ENSMUSG00000039046	ENSMUST00000114937	Usp6nl		98910
ENSMUSG00000039738	ENSMUST00000146569	Slx4		52864
ENSMUSG00000055531	ENSMUST00000176686	Cpsf6		432508
ENSMUSG00000032554	ENSMUST00000168142	Trf		22041
ENSMUSG00000032554	ENSMUST00000170904	Trf		22041
ENSMUSG00000096600	ENSMUST00000181483	Trav6d-3		
ENSMUSG00000028271	ENSMUST00000029938	Gtf2b		
ENSMUSG00000096600	ENSMUST00000184883	Trav6d-3		
ENSMUSG00000055531	ENSMUST00000176670	Cpsf6		432508
ENSMUSG00000021961	ENSMUST00000224600	4930578I06Rik		67750
ENSMUSG00000039046	ENSMUST00000042503	Usp6nl		98910
ENSMUSG00000032554	ENSMUST00000164377	Trf		22041
ENSMUSG00000087260	ENSMUST00000199317	Lamtor5		68576
ENSMUSG00000055531	ENSMUST00000176480	Cpsf6		432508
ENSMUSG00000087260	ENSMUST00000145735	Lamtor5		68576
ENSMUSG00000021235	ENSMUST00000021661	Coq6		217707
ENSMUSG00000032554	ENSMUST00000165296	Trf		22041
ENSMUSG00000015290	ENSMUST00000178691	Ubl4a		27643
ENSMUSG00000021961	ENSMUST00000022532	4930578I06Rik		67750
ENSMUSG00000055531	ENSMUST00000177145	Cpsf6		432508
ENSMUSG00000073245	ENSMUST00000101645	Gm14819		
ENSMUSG00000032554	ENSMUST00000126359	Trf		22041
ENSMUSG00000006527	ENSMUST00000112184	Sfmbt1		54650
ENSMUSG00000055531	ENSMUST00000175888	Cpsf6		432508
ENSMUSG00000032806	ENSMUST00000114147	Slc10a3		214601
ENSMUSG00000073245	ENSMUST00000169396	Gm14819		
ENSMUSG00000024669	ENSMUST00000238167	Cd5		12507
ENSMUSG00000006527	ENSMUST00000227201	Sfmbt1		54650
ENSMUSG00000018567	ENSMUST00000018711	Gabarap		
ENSMUSG00000055531	ENSMUST00000175924	Cpsf6		432508
ENSMUSG00000018567	ENSMUST00000108592	Gabarap		
ENSMUSG00000037379	ENSMUST00000046186	Spon2		100689
ENSMUSG00000024669	ENSMUST00000025571	Cd5		12507
ENSMUSG00000006527	ENSMUST00000054230	Sfmbt1		54650
ENSMUSG00000044933	ENSMUST00000053239	Sstr3		20607
ENSMUSG00000027355	ENSMUST00000028834	Tmco5		67356
ENSMUSG00000024669	ENSMUST00000235856	Cd5		12507
ENSMUSG00000006527	ENSMUST00000228006	Sfmbt1		54650
ENSMUSG00000006527	ENSMUST00000227303	Sfmbt1		54650
ENSMUSG00000027355	ENSMUST00000155470	Tmco5		67356
ENSMUSG00000044933	ENSMUST00000230400	Sstr3		20607
ENSMUSG00000037379	ENSMUST00000201475	Spon2		100689
ENSMUSG00000032806	ENSMUST00000114146	Slc10a3		214601
ENSMUSG00000076499	ENSMUST00000193003	Trbv31		
ENSMUSG00000076499	ENSMUST00000103300	Trbv31		
ENSMUSG00000027355	ENSMUST00000123598	Tmco5		67356
ENSMUSG00000032806	ENSMUST00000073067	Slc10a3		214601
ENSMUSG00000042386	ENSMUST00000044179	Tex13b		83555
ENSMUSG00000008153	ENSMUST00000112523	Clstn3		232370
ENSMUSG00000039738	ENSMUST00000040790	Slx4		52864
ENSMUSG00000096546	ENSMUST00000179685	Smlr1		
ENSMUSG00000020385	ENSMUST00000093132	Clk4		12750
ENSMUSG00000054342	ENSMUST00000205428	Kcnn4		16534
ENSMUSG00000032806	ENSMUST00000037967	Slc10a3		214601
ENSMUSG00000025485	ENSMUST00000026558	Ric8a		101489
ENSMUSG00000008153	ENSMUST00000008297	Clstn3		232370
ENSMUSG00000020385	ENSMUST00000126131	Clk4		12750
ENSMUSG00000072763	ENSMUST00000092720	5430403G16Rik		
ENSMUSG00000054342	ENSMUST00000171904	Kcnn4		16534
ENSMUSG00000008153	ENSMUST00000124998	Clstn3		232370
ENSMUSG00000008153	ENSMUST00000238807	Clstn3		232370
