Gene stable ID	Transcript stable ID	Gene name	KEGG Pathway and Enzyme ID	NCBI gene ID
ENSMUSG00000021572	ENSMUST00000223028	Cep72		74470
ENSMUSG00000042096	ENSMUST00000199175	Dao		13142
ENSMUSG00000029992	ENSMUST00000032057	Gfpt1	00520+2.6.1.16	14583
ENSMUSG00000029992	ENSMUST00000032057	Gfpt1	00250+2.6.1.16	14583
ENSMUSG00000089715	ENSMUST00000148358	Cbx6		494448
ENSMUSG00000038831	ENSMUST00000131298	Ralgps1		241308
ENSMUSG00000030427	ENSMUST00000206077	Lilra6		18726
ENSMUSG00000021572	ENSMUST00000221122	Cep72		74470
ENSMUSG00000070460	ENSMUST00000217039	Olfr291		
ENSMUSG00000063827	ENSMUST00000213899	Olfr1382		
ENSMUSG00000070460	ENSMUST00000211582	Olfr291		
ENSMUSG00000063827	ENSMUST00000217564	Olfr1382		
ENSMUSG00000042380	ENSMUST00000142029	Smim12		80284
ENSMUSG00000021572	ENSMUST00000220483	Cep72		74470
ENSMUSG00000063827	ENSMUST00000213707	Olfr1382		
ENSMUSG00000038831	ENSMUST00000042615	Ralgps1		241308
ENSMUSG00000063827	ENSMUST00000213152	Olfr1382		
ENSMUSG00000073294	ENSMUST00000101698	AU022751		102991
ENSMUSG00000063827	ENSMUST00000074543	Olfr1382		
ENSMUSG00000073294	ENSMUST00000117544	AU022751		102991
ENSMUSG00000045994	ENSMUST00000160899	B3gat1		76898
ENSMUSG00000095187	ENSMUST00000213256	Olfr1381		
ENSMUSG00000038831	ENSMUST00000113165	Ralgps1		241308
ENSMUSG00000095187	ENSMUST00000167248	Olfr1381		
ENSMUSG00000045994	ENSMUST00000161431	B3gat1		76898
ENSMUSG00000038831	ENSMUST00000091039	Ralgps1		241308
ENSMUSG00000040697	ENSMUST00000038014	Dnajc16		
ENSMUSG00000045994	ENSMUST00000159799	B3gat1		76898
ENSMUSG00000036578	ENSMUST00000206341	Fxyd7		57780
ENSMUSG00000045994	ENSMUST00000115269	B3gat1		76898
ENSMUSG00000040697	ENSMUST00000153880	Dnajc16		
ENSMUSG00000095368	ENSMUST00000112802	Gm3012		105245684
ENSMUSG00000031849	ENSMUST00000003659	Comp		12845
ENSMUSG00000095368	ENSMUST00000179486	Gm3012		105245684
ENSMUSG00000045994	ENSMUST00000161115	B3gat1		76898
ENSMUSG00000073901	ENSMUST00000216254	Olfr703		258589
ENSMUSG00000036578	ENSMUST00000073892	Fxyd7		57780
ENSMUSG00000073901	ENSMUST00000098142	Olfr703		258589
ENSMUSG00000021622	ENSMUST00000022122	Ckmt2		76722
ENSMUSG00000031849	ENSMUST00000213072	Comp		12845
ENSMUSG00000095309	ENSMUST00000098739	Vmn1r125		
ENSMUSG00000022123	ENSMUST00000227322	Scel		64929
ENSMUSG00000031849	ENSMUST00000212488	Comp		12845
ENSMUSG00000073900	ENSMUST00000080925	Olfr704		
ENSMUSG00000022123	ENSMUST00000095576	Scel		64929
ENSMUSG00000073900	ENSMUST00000098141	Olfr704		
ENSMUSG00000030427	ENSMUST00000038176	Lilra6		18726
ENSMUSG00000074454	ENSMUST00000098908	Defb33		654453
ENSMUSG00000063704	ENSMUST00000089669	Mapk15	04150+2.7.11.24	332110
ENSMUSG00000030427	ENSMUST00000090689	Lilra6		18726
ENSMUSG00000025938	ENSMUST00000188454	Slco5a1		240726
ENSMUSG00000073069	ENSMUST00000201779	Mageb2		
ENSMUSG00000025938	ENSMUST00000115402	Slco5a1		240726
ENSMUSG00000073069	ENSMUST00000101397	Mageb2		
ENSMUSG00000082976	ENSMUST00000122025	Gm15056		100504014
ENSMUSG00000032264	ENSMUST00000034803	Zw10		26951
ENSMUSG00000025938	ENSMUST00000136197	Slco5a1		240726
ENSMUSG00000031893	ENSMUST00000212566	Tsnaxip1		72236
ENSMUSG00000063704	ENSMUST00000230929	Mapk15		332110
ENSMUSG00000082976	ENSMUST00000167686	Gm15056		100504014
ENSMUSG00000046262	ENSMUST00000105754	C87977		
ENSMUSG00000081665	ENSMUST00000118068	Gm15922		18722
ENSMUSG00000039057	ENSMUST00000208309	Myo16		244281
ENSMUSG00000025938	ENSMUST00000146763	Slco5a1		240726
ENSMUSG00000015787	ENSMUST00000114045	Abo		80908
ENSMUSG00000025938	ENSMUST00000147606	Slco5a1		240726
ENSMUSG00000046262	ENSMUST00000105753	C87977		
ENSMUSG00000050471	ENSMUST00000063782	Fam118b		109229
ENSMUSG00000032264	ENSMUST00000213787	Zw10		26951
ENSMUSG00000028884	ENSMUST00000102561	Rpa2		19891
ENSMUSG00000015787	ENSMUST00000102900	Abo		80908
ENSMUSG00000031893	ENSMUST00000034365	Tsnaxip1		72236
ENSMUSG00000030802	ENSMUST00000071056	Bckdk		
ENSMUSG00000071165	ENSMUST00000095430	Gm6040		
