Gene stable ID	Transcript stable ID	NCBI gene (formerly Entrezgene) ID	Gene name
ENSCAFG00000010819	ENSCAFT00000075007	483688	PPP6R3
ENSCAFG00000010819	ENSCAFT00000089667	483688	PPP6R3
ENSCAFG00000010819	ENSCAFT00000070994	483688	PPP6R3
ENSCAFG00000010819	ENSCAFT00000066311	483688	PPP6R3
ENSCAFG00000010819	ENSCAFT00000068804	483688	PPP6R3
ENSCAFG00000010819	ENSCAFT00000075124	483688	PPP6R3
ENSCAFG00000048007	ENSCAFT00000067603		
ENSCAFG00000046662	ENSCAFT00000088147		
ENSCAFG00000046327	ENSCAFT00000078633		
ENSCAFG00000041303	ENSCAFT00000012753	483503	
ENSCAFG00000039058	ENSCAFT00000058439		
ENSCAFG00000041446	ENSCAFT00000090095		
ENSCAFG00000041446	ENSCAFT00000078136		
ENSCAFG00000041446	ENSCAFT00000061874		
ENSCAFG00000041541	ENSCAFT00000064200		
ENSCAFG00000042009	ENSCAFT00000087041		
ENSCAFG00000042009	ENSCAFT00000080564		
ENSCAFG00000042009	ENSCAFT00000086657		
ENSCAFG00000041114	ENSCAFT00000066688		
ENSCAFG00000044489	ENSCAFT00000075402		
ENSCAFG00000036746	ENSCAFT00000080352	111091202	
ENSCAFG00000036746	ENSCAFT00000077320	111091202	
ENSCAFG00000036746	ENSCAFT00000091356	111091202	
ENSCAFG00000036746	ENSCAFT00000051135	111091202	
ENSCAFG00000036746	ENSCAFT00000070627	111091202	
ENSCAFG00000036746	ENSCAFT00000069453	111091202	
ENSCAFG00000036746	ENSCAFT00000050328	111091202	
ENSCAFG00000036746	ENSCAFT00000053148	111091202	
ENSCAFG00000004819	ENSCAFT00000007761	100684979	KLF17
ENSCAFG00000021554	ENSCAFT00000033661		U2
ENSCAFG00000025596	ENSCAFT00000039858	611355	KLRK1
ENSCAFG00000005722	ENSCAFT00000009222		
ENSCAFG00000005997	ENSCAFT00000081671	485778	GPCPD1
ENSCAFG00000005997	ENSCAFT00000090974	485778	GPCPD1
ENSCAFG00000005997	ENSCAFT00000076541	485778	GPCPD1
ENSCAFG00000005997	ENSCAFT00000090987	485778	GPCPD1
ENSCAFG00000005997	ENSCAFT00000009682	485778	GPCPD1
ENSCAFG00000032090	ENSCAFT00000048968		U6
ENSCAFG00000014331	ENSCAFT00000078326	609730	NR2C2AP
ENSCAFG00000014331	ENSCAFT00000082518	609730	NR2C2AP
ENSCAFG00000014331	ENSCAFT00000022766	609730	NR2C2AP
ENSCAFG00000048814	ENSCAFT00000076334		
ENSCAFG00000046104	ENSCAFT00000085898		
ENSCAFG00000030636	ENSCAFT00000047418		
ENSCAFG00000042199	ENSCAFT00000078512		
ENSCAFG00000048762	ENSCAFT00000091515		
ENSCAFG00000008184	ENSCAFT00000013011	403815	TACR1
ENSCAFG00000045877	ENSCAFT00000066278		
ENSCAFG00000025347	ENSCAFT00000039350	404005	SPCS3
ENSCAFG00000003926	ENSCAFT00000006311	475681	ATAD2B
ENSCAFG00000007993	ENSCAFT00000012757	483504	
ENSCAFG00000005639	ENSCAFT00000009076		
ENSCAFG00000047799	ENSCAFT00000071662		
ENSCAFG00000012978	ENSCAFT00000020605	100685981	RPTN
ENSCAFG00000042704	ENSCAFT00000065826		
ENSCAFG00000049252	ENSCAFT00000087628		
ENSCAFG00000009508	ENSCAFT00000015105	476596	PHF7
ENSCAFG00000009508	ENSCAFT00000060846	476596	PHF7
ENSCAFG00000023463	ENSCAFT00000009554	476548	ITPR1
ENSCAFG00000046737	ENSCAFT00000050129	102157231	
ENSCAFG00000006218	ENSCAFT00000010044	485276	
ENSCAFG00000012076	ENSCAFT00000076837	484774	SLC25A20
ENSCAFG00000012076	ENSCAFT00000019184	484774	SLC25A20
ENSCAFG00000009477	ENSCAFT00000073881	475989	EXT2
ENSCAFG00000009477	ENSCAFT00000077374	475989	EXT2
ENSCAFG00000009477	ENSCAFT00000073687	475989	EXT2
ENSCAFG00000009477	ENSCAFT00000072577	475989	EXT2
ENSCAFG00000009477	ENSCAFT00000015065	475989	EXT2
ENSCAFG00000013459	ENSCAFT00000021353	611360	KLRD1
ENSCAFG00000013459	ENSCAFT00000043457	611360	KLRD1
ENSCAFG00000045357	ENSCAFT00000060403		
ENSCAFG00000032144	ENSCAFT00000047542	609687	NRSN2
ENSCAFG00000019222	ENSCAFT00000088537	485059	FZR1
ENSCAFG00000019222	ENSCAFT00000066743	485059	FZR1
ENSCAFG00000019222	ENSCAFT00000030508	485059	FZR1
ENSCAFG00000043763	ENSCAFT00000076833		
ENSCAFG00000044028	ENSCAFT00000075784		
ENSCAFG00000044028	ENSCAFT00000091601		
ENSCAFG00000044028	ENSCAFT00000070234		
ENSCAFG00000007996	ENSCAFT00000012759	483505	
ENSCAFG00000006183	ENSCAFT00000085118	608026	BRF2
ENSCAFG00000006183	ENSCAFT00000010003	608026	BRF2
ENSCAFG00000047921	ENSCAFT00000078145		
ENSCAFG00000005020	ENSCAFT00000046902	476125	ACMSD
ENSCAFG00000005020	ENSCAFT00000008072	476125	ACMSD
ENSCAFG00000003962	ENSCAFT00000084540	483834	FAT4
ENSCAFG00000003962	ENSCAFT00000059626	483834	FAT4
ENSCAFG00000003962	ENSCAFT00000006363	483834	FAT4
ENSCAFG00000029252	ENSCAFT00000043676	483917	RND3
ENSCAFG00000004826	ENSCAFT00000079381	482526	SLC6A9
ENSCAFG00000004826	ENSCAFT00000074805	482526	SLC6A9
ENSCAFG00000004826	ENSCAFT00000007777	482526	SLC6A9
ENSCAFG00000004826	ENSCAFT00000007773	482526	SLC6A9
ENSCAFG00000047601	ENSCAFT00000077064		
ENSCAFG00000010860	ENSCAFT00000017305	477657	ERGIC2
ENSCAFG00000010860	ENSCAFT00000071067	477657	ERGIC2
ENSCAFG00000041772	ENSCAFT00000088826		
ENSCAFG00000048150	ENSCAFT00000092074		
ENSCAFG00000008203	ENSCAFT00000013058	486259	TMEM120B
ENSCAFG00000032636	ENSCAFT00000044092	100686819	
ENSCAFG00000049153	ENSCAFT00000079813	491515	
ENSCAFG00000005746	ENSCAFT00000066356	482577	NAV3
ENSCAFG00000005746	ENSCAFT00000080225	482577	NAV3
ENSCAFG00000005746	ENSCAFT00000082871	482577	NAV3
ENSCAFG00000005746	ENSCAFT00000080796	482577	NAV3
ENSCAFG00000005746	ENSCAFT00000069744	482577	NAV3
ENSCAFG00000005746	ENSCAFT00000009286	482577	NAV3
ENSCAFG00000005746	ENSCAFT00000009280	482577	NAV3
ENSCAFG00000008000	ENSCAFT00000012778	477210	EIF6
ENSCAFG00000008000	ENSCAFT00000065315	477210	EIF6
ENSCAFG00000029823	ENSCAFT00000012775	610298	
ENSCAFG00000041323	ENSCAFT00000071734		
ENSCAFG00000042016	ENSCAFT00000066976		
ENSCAFG00000047361	ENSCAFT00000089311		
ENSCAFG00000006973	ENSCAFT00000011182	485820	SOX12
ENSCAFG00000010161	ENSCAFT00000016136	403626	LPL
ENSCAFG00000043281	ENSCAFT00000067873		
ENSCAFG00000023172	ENSCAFT00000017835	475827	RBM8A
ENSCAFG00000034286	ENSCAFT00000052699		
ENSCAFG00000008421	ENSCAFT00000072006	482933	ASB5
ENSCAFG00000008421	ENSCAFT00000062171	482933	ASB5
ENSCAFG00000008421	ENSCAFT00000013387	482933	ASB5
ENSCAFG00000014124	ENSCAFT00000022417	477560	CHCHD10
ENSCAFG00000042365	ENSCAFT00000093537		
ENSCAFG00000042365	ENSCAFT00000073813		
ENSCAFG00000042365	ENSCAFT00000066271		
ENSCAFG00000042365	ENSCAFT00000060091		
ENSCAFG00000046572	ENSCAFT00000066748		
ENSCAFG00000008001	ENSCAFT00000012764	483506	OR9G4
ENSCAFG00000011577	ENSCAFT00000018359	477411	KCNJ13
ENSCAFG00000022086	ENSCAFT00000034193		U6
ENSCAFG00000014407	ENSCAFT00000022905	100684033	
ENSCAFG00000046301	ENSCAFT00000084030		
ENSCAFG00000046301	ENSCAFT00000062401		
ENSCAFG00000031871	ENSCAFT00000039053	483507	
ENSCAFG00000048058	ENSCAFT00000093633		
ENSCAFG00000047281	ENSCAFT00000089101		
ENSCAFG00000043058	ENSCAFT00000065376		
ENSCAFG00000005653	ENSCAFT00000009095		
ENSCAFG00000014127	ENSCAFT00000022420	100683105	C26H22orf15
ENSCAFG00000030470	ENSCAFT00000010047		
ENSCAFG00000014130	ENSCAFT00000022422	100683248	VPREB3
ENSCAFG00000031855	ENSCAFT00000012785		
ENSCAFG00000008039	ENSCAFT00000084725	477608	DIP2B
ENSCAFG00000008039	ENSCAFT00000087054	477608	DIP2B
ENSCAFG00000008039	ENSCAFT00000077805	477608	DIP2B
ENSCAFG00000008039	ENSCAFT00000086719	477608	DIP2B
ENSCAFG00000008039	ENSCAFT00000068767	477608	DIP2B
ENSCAFG00000008039	ENSCAFT00000083267	477608	DIP2B
ENSCAFG00000008039	ENSCAFT00000092996	477608	DIP2B
ENSCAFG00000008039	ENSCAFT00000090935	477608	DIP2B
ENSCAFG00000008039	ENSCAFT00000012942	477608	DIP2B
ENSCAFG00000045522	ENSCAFT00000070357		
ENSCAFG00000004833	ENSCAFT00000045579	482527	B4GALT2
ENSCAFG00000004833	ENSCAFT00000007799	482527	B4GALT2
ENSCAFG00000019225	ENSCAFT00000030513	485060	DOHH
ENSCAFG00000032545	ENSCAFT00000066677	485779	PROKR2
ENSCAFG00000032545	ENSCAFT00000049759	485779	PROKR2
ENSCAFG00000032545	ENSCAFT00000086930	485779	PROKR2
ENSCAFG00000041929	ENSCAFT00000010048	485279	
ENSCAFG00000031432	ENSCAFT00000044742	100688041	SNORC
ENSCAFG00000047853	ENSCAFT00000077838		
ENSCAFG00000029735	ENSCAFT00000012790	483510	
ENSCAFG00000030938	ENSCAFT00000049887	483211	
ENSCAFG00000011371	ENSCAFT00000084340	608332	LIX1L
ENSCAFG00000011371	ENSCAFT00000018074	608332	LIX1L
ENSCAFG00000049488	ENSCAFT00000073092	610618	
ENSCAFG00000044394	ENSCAFT00000063908		
ENSCAFG00000043033	ENSCAFT00000063343		
ENSCAFG00000045079	ENSCAFT00000089193		
ENSCAFG00000045079	ENSCAFT00000092565		
ENSCAFG00000041341	ENSCAFT00000079991		
ENSCAFG00000031617	ENSCAFT00000012792	100684478	
ENSCAFG00000006020	ENSCAFT00000009715	485780	CDS2
ENSCAFG00000013000	ENSCAFT00000020640	100686283	CRNN
ENSCAFG00000013000	ENSCAFT00000049818	100686283	CRNN
ENSCAFG00000041346	ENSCAFT00000086793		
ENSCAFG00000041346	ENSCAFT00000064112		
ENSCAFG00000041346	ENSCAFT00000087631		
ENSCAFG00000041346	ENSCAFT00000076244		
ENSCAFG00000041346	ENSCAFT00000083292		
ENSCAFG00000005659	ENSCAFT00000063334	476146	NMI
ENSCAFG00000005659	ENSCAFT00000009102	476146	NMI
ENSCAFG00000041874	ENSCAFT00000084831		
ENSCAFG00000045000	ENSCAFT00000083925		
ENSCAFG00000045000	ENSCAFT00000076405		
ENSCAFG00000045000	ENSCAFT00000086435		
ENSCAFG00000008017	ENSCAFT00000012794		OR5AR1
ENSCAFG00000030173	ENSCAFT00000049176	609025	SPATA4
ENSCAFG00000031466	ENSCAFT00000047864		CRCT1
ENSCAFG00000029579	ENSCAFT00000044669	486410	ZNF70
ENSCAFG00000046931	ENSCAFT00000062144		U2
ENSCAFG00000011378	ENSCAFT00000018079	475828	ANKRD34A
ENSCAFG00000008011	ENSCAFT00000046066	610119	FAM83C
ENSCAFG00000003927	ENSCAFT00000075858	475361	ELAVL4
ENSCAFG00000003927	ENSCAFT00000075589	475361	ELAVL4
ENSCAFG00000003927	ENSCAFT00000006315	475361	ELAVL4
ENSCAFG00000003927	ENSCAFT00000082625	475361	ELAVL4
ENSCAFG00000003927	ENSCAFT00000082334	475361	ELAVL4
ENSCAFG00000003927	ENSCAFT00000085896	475361	ELAVL4
ENSCAFG00000003927	ENSCAFT00000045412	475361	ELAVL4
ENSCAFG00000003927	ENSCAFT00000091709	475361	ELAVL4
ENSCAFG00000003927	ENSCAFT00000092461	475361	ELAVL4
ENSCAFG00000045721	ENSCAFT00000086455		
ENSCAFG00000014139	ENSCAFT00000022445	100687054	
ENSCAFG00000028053	ENSCAFT00000042336		U6
ENSCAFG00000030647	ENSCAFT00000091174	608346	
ENSCAFG00000030647	ENSCAFT00000089866	608346	
ENSCAFG00000030647	ENSCAFT00000081318	608346	
ENSCAFG00000030647	ENSCAFT00000042920	608346	
ENSCAFG00000006030	ENSCAFT00000090141	477166	PCNA
ENSCAFG00000006030	ENSCAFT00000009743	477166	PCNA
ENSCAFG00000044379	ENSCAFT00000064658	111092319	
ENSCAFG00000049867	ENSCAFT00000085355		
ENSCAFG00000031621	ENSCAFT00000043286	486142	ZNF596
ENSCAFG00000008450	ENSCAFT00000081764	482934	WDR17
ENSCAFG00000008450	ENSCAFT00000013441	482934	WDR17
ENSCAFG00000008450	ENSCAFT00000038253	482934	WDR17
ENSCAFG00000008450	ENSCAFT00000066871	482934	WDR17
ENSCAFG00000008450	ENSCAFT00000072562	482934	WDR17
ENSCAFG00000023835	ENSCAFT00000010290	100856488	ACAD11
ENSCAFG00000048802	ENSCAFT00000078138		
ENSCAFG00000008016	ENSCAFT00000078050	608882	UQCC1
ENSCAFG00000008016	ENSCAFT00000060505	608882	UQCC1
ENSCAFG00000008016	ENSCAFT00000089228	608882	UQCC1
ENSCAFG00000008016	ENSCAFT00000084658	608882	UQCC1
ENSCAFG00000008016	ENSCAFT00000091070	608882	UQCC1
ENSCAFG00000008016	ENSCAFT00000012798	608882	UQCC1
ENSCAFG00000046547	ENSCAFT00000092202		
ENSCAFG00000049653	ENSCAFT00000079742		
ENSCAFG00000048993	ENSCAFT00000073675		
ENSCAFG00000014341	ENSCAFT00000022777	476662	RFXANK
ENSCAFG00000044366	ENSCAFT00000081916		
ENSCAFG00000044366	ENSCAFT00000083198		
ENSCAFG00000044366	ENSCAFT00000076363		
ENSCAFG00000044366	ENSCAFT00000079536		
ENSCAFG00000044366	ENSCAFT00000073216		
ENSCAFG00000044366	ENSCAFT00000058349		
ENSCAFG00000044366	ENSCAFT00000084909		
ENSCAFG00000044366	ENSCAFT00000082351		
ENSCAFG00000009910	ENSCAFT00000069050	477501	PEBP1
ENSCAFG00000009910	ENSCAFT00000062155	477501	PEBP1
ENSCAFG00000009910	ENSCAFT00000061653	477501	PEBP1
ENSCAFG00000009910	ENSCAFT00000015761	477501	PEBP1
ENSCAFG00000009497	ENSCAFT00000048789	611393	ACCS
ENSCAFG00000009497	ENSCAFT00000015091	611393	ACCS
ENSCAFG00000004854	ENSCAFT00000007827	482528	ATP6V0B
ENSCAFG00000010901	ENSCAFT00000017392	477658	FAR2
ENSCAFG00000006039	ENSCAFT00000009749	477167	TMEM230
ENSCAFG00000006039	ENSCAFT00000087192	477167	TMEM230
ENSCAFG00000006166	ENSCAFT00000009975		
ENSCAFG00000003948	ENSCAFT00000092591	482992	MFSD2B
ENSCAFG00000003948	ENSCAFT00000006341	482992	MFSD2B
ENSCAFG00000003948	ENSCAFT00000047536	482992	MFSD2B
ENSCAFG00000003948	ENSCAFT00000059277	482992	MFSD2B
ENSCAFG00000003948	ENSCAFT00000092591	610803	MFSD2B
ENSCAFG00000003948	ENSCAFT00000006341	610803	MFSD2B
ENSCAFG00000003948	ENSCAFT00000047536	610803	MFSD2B
ENSCAFG00000003948	ENSCAFT00000059277	610803	MFSD2B
ENSCAFG00000009512	ENSCAFT00000015119	483649	PIDD1
ENSCAFG00000009512	ENSCAFT00000092566	483649	PIDD1
ENSCAFG00000011405	ENSCAFT00000082295	475829	TXNIP
ENSCAFG00000011405	ENSCAFT00000018124	475829	TXNIP
ENSCAFG00000004862	ENSCAFT00000093074	475387	DPH2
ENSCAFG00000004862	ENSCAFT00000007832	475387	DPH2
ENSCAFG00000045652	ENSCAFT00000082629		
ENSCAFG00000044012	ENSCAFT00000087506		
ENSCAFG00000037443	ENSCAFT00000054546		
ENSCAFG00000042415	ENSCAFT00000067528		
ENSCAFG00000033677	ENSCAFT00000054072		
ENSCAFG00000033677	ENSCAFT00000059541		
ENSCAFG00000033677	ENSCAFT00000088810		
ENSCAFG00000033677	ENSCAFT00000065683		
ENSCAFG00000033677	ENSCAFT00000084257		
ENSCAFG00000033677	ENSCAFT00000059373		
ENSCAFG00000009523	ENSCAFT00000015132	475991	
ENSCAFG00000036332	ENSCAFT00000055448		
ENSCAFG00000045234	ENSCAFT00000089645		cfa-mir-8819
ENSCAFG00000027929	ENSCAFT00000042212		U6
ENSCAFG00000006042	ENSCAFT00000066378	403490	SLC23A2
ENSCAFG00000006042	ENSCAFT00000090169	403490	SLC23A2
ENSCAFG00000006042	ENSCAFT00000009756	403490	SLC23A2
ENSCAFG00000006042	ENSCAFT00000087936	403490	SLC23A2
ENSCAFG00000006042	ENSCAFT00000088580	403490	SLC23A2
ENSCAFG00000006042	ENSCAFT00000047756	403490	SLC23A2
ENSCAFG00000008479	ENSCAFT00000013447		
ENSCAFG00000041490	ENSCAFT00000093204		
ENSCAFG00000041490	ENSCAFT00000070583		
ENSCAFG00000041490	ENSCAFT00000060431		
ENSCAFG00000026910	ENSCAFT00000041193		U6
ENSCAFG00000009924	ENSCAFT00000075884	477502	TAOK3
ENSCAFG00000009924	ENSCAFT00000066850	477502	TAOK3
ENSCAFG00000009924	ENSCAFT00000090420	477502	TAOK3
ENSCAFG00000009924	ENSCAFT00000015797	477502	TAOK3
ENSCAFG00000010942	ENSCAFT00000078617	486622	CCDC91
ENSCAFG00000010942	ENSCAFT00000017424	486622	CCDC91
ENSCAFG00000010942	ENSCAFT00000068117	486622	CCDC91
ENSCAFG00000008027	ENSCAFT00000012802	485850	GDF5
ENSCAFG00000006392	ENSCAFT00000010325	100856510	ACKR4
ENSCAFG00000024526	ENSCAFT00000071330	609124	BORCS8
ENSCAFG00000024526	ENSCAFT00000022790	609124	BORCS8
ENSCAFG00000026175	ENSCAFT00000040458		SNORA52
ENSCAFG00000021451	ENSCAFT00000033558		U6
ENSCAFG00000009547	ENSCAFT00000015162	611403	PNPLA2
ENSCAFG00000014350	ENSCAFT00000073415	609739	MEF2B
ENSCAFG00000014350	ENSCAFT00000022794	609739	MEF2B
ENSCAFG00000044741	ENSCAFT00000071198		
ENSCAFG00000008160	ENSCAFT00000012976		
ENSCAFG00000006362	ENSCAFT00000074841	100856544	NPHP3
ENSCAFG00000006362	ENSCAFT00000071383	100856544	NPHP3
ENSCAFG00000006362	ENSCAFT00000068412	100856544	NPHP3
ENSCAFG00000006362	ENSCAFT00000010318	100856544	NPHP3
ENSCAFG00000006362	ENSCAFT00000091439	100856544	NPHP3
ENSCAFG00000010871	ENSCAFT00000017340	100306933	LRP5
ENSCAFG00000008164	ENSCAFT00000064836	612458	TMEM154
ENSCAFG00000008164	ENSCAFT00000082276	612458	TMEM154
ENSCAFG00000008164	ENSCAFT00000089202	612458	TMEM154
ENSCAFG00000008164	ENSCAFT00000036176	612458	TMEM154
ENSCAFG00000009553	ENSCAFT00000015167	611409	CRACR2B
ENSCAFG00000009553	ENSCAFT00000087302	611409	CRACR2B
ENSCAFG00000010913	ENSCAFT00000017346	100682859	C18H11orf24
ENSCAFG00000008174	ENSCAFT00000088808	477609	LARP4
ENSCAFG00000008174	ENSCAFT00000065214	477609	LARP4
ENSCAFG00000008174	ENSCAFT00000013013	477609	LARP4
ENSCAFG00000008174	ENSCAFT00000013044	477609	LARP4
ENSCAFG00000026055	ENSCAFT00000040338		U6
ENSCAFG00000008168	ENSCAFT00000012989	100855926	TIGD4
ENSCAFG00000014369	ENSCAFT00000022831	484810	TMEM161A
ENSCAFG00000014369	ENSCAFT00000068648	484810	TMEM161A
ENSCAFG00000014369	ENSCAFT00000087262	484810	TMEM161A
ENSCAFG00000014369	ENSCAFT00000092754	484810	TMEM161A
ENSCAFG00000014369	ENSCAFT00000077019	484810	TMEM161A
ENSCAFG00000023924	ENSCAFT00000015182	475992	CD151
ENSCAFG00000023924	ENSCAFT00000048788	475992	CD151
ENSCAFG00000008758	ENSCAFT00000013913		
ENSCAFG00000044624	ENSCAFT00000062751		
ENSCAFG00000045466	ENSCAFT00000082352		
ENSCAFG00000030909	ENSCAFT00000044746	485723	C23H3orf33
ENSCAFG00000006405	ENSCAFT00000079946	100856526	UBA5
ENSCAFG00000006405	ENSCAFT00000010349	100856526	UBA5
ENSCAFG00000006405	ENSCAFT00000070969	100856526	UBA5
ENSCAFG00000047588	ENSCAFT00000073548		
ENSCAFG00000041040	ENSCAFT00000072035		
ENSCAFG00000049224	ENSCAFT00000046943	484855	OR10H2
ENSCAFG00000024382	ENSCAFT00000022448	486411	VPREB1
ENSCAFG00000008020	ENSCAFT00000012797	100683182	OR5AP2
ENSCAFG00000008227	ENSCAFT00000013069	486260	MORN3
ENSCAFG00000011418	ENSCAFT00000018129	475830	HJV
ENSCAFG00000003966	ENSCAFT00000006368	483835	ANKRD50
ENSCAFG00000029116	ENSCAFT00000048363		FAM186A
ENSCAFG00000019228	ENSCAFT00000030514	612051	SMIM24
ENSCAFG00000008497	ENSCAFT00000013506	475641	GPM6A
ENSCAFG00000005766	ENSCAFT00000009301	482579	SYT1
ENSCAFG00000009520	ENSCAFT00000015643	484737	BAP1
ENSCAFG00000009520	ENSCAFT00000035819	484737	BAP1
ENSCAFG00000009520	ENSCAFT00000015643	484740	BAP1
ENSCAFG00000009520	ENSCAFT00000035819	484740	BAP1
ENSCAFG00000031564	ENSCAFT00000043991	475425	NUDT4
ENSCAFG00000030778	ENSCAFT00000046718		C17H1orf68
ENSCAFG00000007679	ENSCAFT00000012283	477355	HPF1
ENSCAFG00000003530	ENSCAFT00000005670	482731	
ENSCAFG00000009319	ENSCAFT00000014833	610842	IFT52
ENSCAFG00000011587	ENSCAFT00000018398	486165	NGEF
ENSCAFG00000004572	ENSCAFT00000007370	482794	GIMAP8
ENSCAFG00000006188	ENSCAFT00000010009	482853	ADGRA2
ENSCAFG00000006188	ENSCAFT00000044415	482853	ADGRA2
ENSCAFG00000006050	ENSCAFT00000009790		MYO16
ENSCAFG00000043510	ENSCAFT00000064827		cfa-mir-8905
ENSCAFG00000044138	ENSCAFT00000048799	485281	
ENSCAFG00000008025	ENSCAFT00000012805		
ENSCAFG00000014386	ENSCAFT00000061809	609751	SLC25A42
ENSCAFG00000014386	ENSCAFT00000022858	609751	SLC25A42
ENSCAFG00000008341	ENSCAFT00000013333	476864	SPON1
ENSCAFG00000041762	ENSCAFT00000093638		
ENSCAFG00000048271	ENSCAFT00000092729		
ENSCAFG00000008233	ENSCAFT00000013072	486261	ORAI1
ENSCAFG00000032308	ENSCAFT00000084157	477391	
ENSCAFG00000032308	ENSCAFT00000050172	477391	
ENSCAFG00000003949	ENSCAFT00000006344	610805	WDCP
ENSCAFG00000003949	ENSCAFT00000035593	610805	WDCP
ENSCAFG00000006485	ENSCAFT00000010471	475935	
ENSCAFG00000046345	ENSCAFT00000093461	100686380	KPRP
ENSCAFG00000043171	ENSCAFT00000075334		
ENSCAFG00000008186	ENSCAFT00000084842	483096	
ENSCAFG00000008186	ENSCAFT00000013014	483096	
ENSCAFG00000010948	ENSCAFT00000047790	485917	PREX1
ENSCAFG00000046555	ENSCAFT00000070667		
ENSCAFG00000046555	ENSCAFT00000085965		
ENSCAFG00000006226	ENSCAFT00000010055		OR52B6
ENSCAFG00000006052	ENSCAFT00000077499	485781	RASSF2
ENSCAFG00000006052	ENSCAFT00000009798	485781	RASSF2
ENSCAFG00000047267	ENSCAFT00000083002		
ENSCAFG00000004503	ENSCAFT00000043590	100686547	C20H3orf20
ENSCAFG00000004503	ENSCAFT00000007264	100686547	C20H3orf20
ENSCAFG00000010955	ENSCAFT00000017428	403987	PTHLH
ENSCAFG00000010955	ENSCAFT00000039639	403987	PTHLH
ENSCAFG00000025944	ENSCAFT00000040227		U1
ENSCAFG00000008035	ENSCAFT00000012819		
ENSCAFG00000013479	ENSCAFT00000061067	612919	GABARAPL1
ENSCAFG00000013479	ENSCAFT00000092160	612919	GABARAPL1
ENSCAFG00000013479	ENSCAFT00000086656	612919	GABARAPL1
ENSCAFG00000013479	ENSCAFT00000021380	612919	GABARAPL1
ENSCAFG00000013479	ENSCAFT00000065844	612919	GABARAPL1
ENSCAFG00000003534	ENSCAFT00000005672		
ENSCAFG00000046712	ENSCAFT00000077041		
ENSCAFG00000004574	ENSCAFT00000007373	100686984	GIMAP1
ENSCAFG00000008765	ENSCAFT00000089257	485724	SLC33A1
ENSCAFG00000008765	ENSCAFT00000073984	485724	SLC33A1
ENSCAFG00000008765	ENSCAFT00000013936	485724	SLC33A1
ENSCAFG00000006177	ENSCAFT00000009993	100856713	
ENSCAFG00000043826	ENSCAFT00000088574		
ENSCAFG00000003969	ENSCAFT00000006372	609048	
ENSCAFG00000006414	ENSCAFT00000010379	485667	TMEM108
ENSCAFG00000006414	ENSCAFT00000010363	485667	TMEM108
ENSCAFG00000006414	ENSCAFT00000066538	485667	TMEM108
ENSCAFG00000006414	ENSCAFT00000071346	485667	TMEM108
ENSCAFG00000006414	ENSCAFT00000046081	485667	TMEM108
ENSCAFG00000006414	ENSCAFT00000010379	608938	TMEM108
ENSCAFG00000006414	ENSCAFT00000010363	608938	TMEM108
ENSCAFG00000006414	ENSCAFT00000066538	608938	TMEM108
ENSCAFG00000006414	ENSCAFT00000071346	608938	TMEM108
ENSCAFG00000006414	ENSCAFT00000046081	608938	TMEM108
ENSCAFG00000008230	ENSCAFT00000059828	477610	LIMA1
ENSCAFG00000008230	ENSCAFT00000013083	477610	LIMA1
ENSCAFG00000030372	ENSCAFT00000060183	611422	TSPAN4
ENSCAFG00000030372	ENSCAFT00000045139	611422	TSPAN4
ENSCAFG00000030372	ENSCAFT00000079978	611422	TSPAN4
ENSCAFG00000004380	ENSCAFT00000066849	477003	PYGB
ENSCAFG00000004380	ENSCAFT00000075717	477003	PYGB
ENSCAFG00000004380	ENSCAFT00000007041	477003	PYGB
ENSCAFG00000003954	ENSCAFT00000038777	612965	FKBP1B
ENSCAFG00000003954	ENSCAFT00000006352	612965	FKBP1B
ENSCAFG00000044284	ENSCAFT00000074224		
ENSCAFG00000005031	ENSCAFT00000084422	476126	CCNT2
ENSCAFG00000005031	ENSCAFT00000008096	476126	CCNT2
ENSCAFG00000005031	ENSCAFT00000087787	476126	CCNT2
ENSCAFG00000005031	ENSCAFT00000008092	476126	CCNT2
ENSCAFG00000010920	ENSCAFT00000083783	483690	KMT5B
ENSCAFG00000010920	ENSCAFT00000017376	483690	KMT5B
ENSCAFG00000010920	ENSCAFT00000073487	483690	KMT5B
ENSCAFG00000010920	ENSCAFT00000047592	483690	KMT5B
ENSCAFG00000030910	ENSCAFT00000047600	486166	NEU2
ENSCAFG00000006193	ENSCAFT00000010018	482854	
ENSCAFG00000014404	ENSCAFT00000084680	484811	ARMC6
ENSCAFG00000014404	ENSCAFT00000022887	484811	ARMC6
ENSCAFG00000006974	ENSCAFT00000061613	485822	C24H20orf96
ENSCAFG00000006974	ENSCAFT00000011186	485822	C24H20orf96
ENSCAFG00000006974	ENSCAFT00000086129	485822	C24H20orf96
ENSCAFG00000012108	ENSCAFT00000019230	100685147	PRKAR2A
ENSCAFG00000012108	ENSCAFT00000019249	100685147	PRKAR2A
ENSCAFG00000034945	ENSCAFT00000051107		
ENSCAFG00000048887	ENSCAFT00000072219		
ENSCAFG00000043477	ENSCAFT00000065187		
ENSCAFG00000049407	ENSCAFT00000063347		OR10AC1
ENSCAFG00000042168	ENSCAFT00000088224		
ENSCAFG00000027296	ENSCAFT00000041579		U4
ENSCAFG00000049388	ENSCAFT00000073908		
ENSCAFG00000004875	ENSCAFT00000092757	475388	IPO13
ENSCAFG00000004875	ENSCAFT00000007856	475388	IPO13
